,job_title,salary_usd,experience_level,employment_type,company_location,remote_ratio,required_skills,salary_currency,education_required,years_experience,company_name
216,Robotics Engineer,46253,EN,CT,China,0,"MLOps, Data Visualization, Git, TensorFlow, Hadoop",USD,Associate,1,DataVision Ltd
217,NLP Engineer,59644,EN,PT,Australia,0,"R, Docker, GCP, Java",USD,Associate,0,Future Systems
218,Principal Data Scientist,53960,MI,PT,Finland,0,"PyTorch, MLOps, Computer Vision, AWS, Deep Learning",USD,Master,3,Digital Transformation LLC
219,Computer Vision Engineer,94894,EN,PT,Netherlands,50,"AWS, Hadoop, Python, Scala, Computer Vision",EUR,Associate,1,Autonomous Tech
220,Autonomous Systems Engineer,91611,SE,CT,Israel,0,"PyTorch, SQL, Kubernetes",USD,Associate,5,Digital Transformation LLC
221,NLP Engineer,285880,EX,FL,Netherlands,50,"SQL, Linux, Tableau, MLOps, Spark",EUR,Master,18,Smart Analytics
222,AI Architect,115263,MI,FL,United Kingdom,50,"Mathematics, Hadoop, Scala, NLP, Kubernetes",GBP,Bachelor,3,Machine Intelligence Group
223,Research Scientist,51882,MI,CT,China,50,"Scala, R, SQL",USD,Associate,3,Quantum Computing Inc
224,Data Scientist,82051,MI,PT,Germany,100,"Java, Python, MLOps, Docker",EUR,Master,2,Predictive Systems
225,ML Ops Engineer,122331,SE,FL,Canada,0,"SQL, NLP, Python",USD,PhD,5,Cognitive Computing
226,AI Product Manager,159643,SE,PT,United States,100,"Data Visualization, Linux, GCP, Hadoop",USD,Master,5,Digital Transformation LLC
227,Research Scientist,254305,EX,FL,United Kingdom,50,"Hadoop, Python, Linux, Mathematics",GBP,Bachelor,15,DeepTech Ventures
228,Data Analyst,52027,MI,PT,South Korea,100,"Kubernetes, Linux, Tableau, MLOps, Statistics",USD,Master,2,Smart Analytics
229,Robotics Engineer,43072,EN,PT,India,100,"Docker, PyTorch, Spark, TensorFlow, NLP",USD,Associate,0,Future Systems
230,Research Scientist,87011,MI,FL,France,50,"Tableau, Linux, PyTorch, Java, AWS",EUR,PhD,4,Future Systems
231,AI Research Scientist,36734,EN,FL,China,100,"Azure, Python, Mathematics",USD,Master,1,AI Innovations
232,Head of AI,84897,MI,CT,Ireland,0,"TensorFlow, Linux, Deep Learning, Hadoop",USD,Associate,3,TechCorp Inc
233,AI Research Scientist,173839,SE,FL,United States,100,"TensorFlow, Azure, Tableau, Data Visualization, Hadoop",USD,Bachelor,5,Neural Networks Co
234,ML Ops Engineer,59357,EN,FT,South Korea,0,"NLP, Tableau, Kubernetes, SQL, GCP",USD,Master,0,DeepTech Ventures
235,Data Scientist,51431,EN,FL,Austria,100,"Scala, Python, Data Visualization",USD,Associate,0,Digital Transformation LLC
236,Autonomous Systems Engineer,96506,SE,FT,Ireland,100,"Hadoop, Spark, Kubernetes, Scala",USD,PhD,5,Cloud AI Solutions
237,Data Analyst,59198,EN,FT,Canada,50,"Linux, Kubernetes, Data Visualization, TensorFlow, Docker",USD,Master,1,Algorithmic Solutions
238,Machine Learning Engineer,223757,EX,FL,Germany,0,"Git, Statistics, Data Visualization, Python, Scala",EUR,PhD,12,Smart Analytics
239,Deep Learning Engineer,74322,EN,FT,France,0,"Hadoop, Spark, Tableau, R, Python",EUR,Bachelor,1,Advanced Robotics
240,Research Scientist,120749,MI,FL,United States,50,"TensorFlow, MLOps, Kubernetes, SQL, Java",USD,Associate,2,Cognitive Computing
241,NLP Engineer,138212,EX,FT,Finland,50,"Hadoop, Azure, Java, MLOps",USD,Master,15,Future Systems
242,Robotics Engineer,199039,EX,PT,Canada,0,"Git, Docker, Statistics, Mathematics",USD,Master,15,AI Innovations
243,AI Specialist,105699,SE,FL,Singapore,0,"Spark, Git, Hadoop",USD,PhD,6,AI Innovations
244,Research Scientist,38497,EN,FL,Japan,100,"Python, Mathematics, PyTorch, Spark",USD,Bachelor,0,DataVision Ltd
245,AI Product Manager,63141,MI,CT,Japan,100,"R, Azure, MLOps",USD,Associate,3,Digital Transformation LLC
246,AI Specialist,87871,SE,CT,Austria,100,"Git, Statistics, Mathematics, Hadoop, Java",USD,Master,9,AI Innovations
247,Research Scientist,255678,EX,CT,United States,0,"SQL, Statistics, Mathematics, TensorFlow, GCP",USD,Bachelor,18,DataVision Ltd
248,Data Analyst,132056,SE,CT,Netherlands,0,"Java, Azure, Tableau, Python",EUR,Master,7,Digital Transformation LLC
249,AI Research Scientist,146085,SE,FT,United States,100,"Git, Scala, NLP, Python",USD,Associate,6,Cognitive Computing
250,Data Engineer,85037,MI,CT,Sweden,50,"PyTorch, Python, Deep Learning, SQL, MLOps",USD,Master,3,DeepTech Ventures
251,AI Product Manager,42661,EN,PT,Ireland,0,"Python, Linux, Tableau, SQL, MLOps",USD,Bachelor,1,Digital Transformation LLC
252,Deep Learning Engineer,119706,SE,FL,Israel,50,"TensorFlow, Hadoop, Python, Java, Docker",USD,Associate,7,Neural Networks Co
253,Computer Vision Engineer,110064,EX,PT,Finland,100,"PyTorch, Java, Kubernetes",USD,Bachelor,10,Smart Analytics
254,Research Scientist,91090,SE,FT,China,100,"Azure, PyTorch, NLP, TensorFlow",USD,Associate,9,Smart Analytics
255,Principal Data Scientist,80307,MI,FL,France,50,"Spark, Java, GCP",EUR,Master,4,Advanced Robotics
256,AI Product Manager,107321,MI,PT,Germany,0,"SQL, Python, GCP",EUR,Master,3,Autonomous Tech
257,Head of AI,59373,EN,CT,Austria,0,"Python, GCP, Mathematics, Scala, Deep Learning",USD,PhD,0,DataVision Ltd
258,Machine Learning Researcher,65191,EN,PT,France,0,"GCP, Python, Azure, Scala",EUR,Master,0,Predictive Systems
259,Robotics Engineer,152969,EX,FL,Austria,0,"TensorFlow, PyTorch, Spark",USD,Associate,16,Advanced Robotics
260,Research Scientist,147893,SE,FL,Switzerland,50,"R, Python, Data Visualization, TensorFlow",USD,Associate,8,Predictive Systems
261,Principal Data Scientist,69807,EN,FT,United States,0,"Data Visualization, Scala, Python, SQL, Linux",USD,Bachelor,0,Smart Analytics
262,AI Software Engineer,67824,EN,FT,United Kingdom,0,"Java, AWS, GCP, Spark",GBP,Bachelor,0,Quantum Computing Inc
263,Data Engineer,141523,EX,PT,South Korea,0,"AWS, Mathematics, Linux",USD,Associate,10,Future Systems
264,Data Analyst,122796,SE,PT,India,100,"Scala, AWS, Spark, Deep Learning",USD,PhD,9,Digital Transformation LLC
265,AI Consultant,81885,MI,PT,United States,0,"Scala, GCP, MLOps, Python, Computer Vision",USD,PhD,3,Cloud AI Solutions
266,Data Analyst,118505,SE,CT,United Kingdom,50,"Scala, Mathematics, MLOps, Python",GBP,Bachelor,5,Predictive Systems
267,Robotics Engineer,133565,SE,PT,United States,100,"R, Git, Statistics, Spark, Python",USD,Master,5,Cognitive Computing
268,Data Analyst,60019,EN,CT,United Kingdom,100,"Java, Kubernetes, Tableau",GBP,PhD,1,Cognitive Computing
269,ML Ops Engineer,76875,EN,PT,United States,0,"Docker, Hadoop, PyTorch, Python, Java",USD,Bachelor,0,Algorithmic Solutions
270,Deep Learning Engineer,64400,EN,CT,Australia,0,"AWS, R, Python",USD,Bachelor,1,AI Innovations
271,Autonomous Systems Engineer,68857,MI,CT,Japan,0,"MLOps, Data Visualization, Deep Learning, Python",USD,Master,3,Quantum Computing Inc
272,Computer Vision Engineer,97840,SE,PT,Ireland,100,"R, Linux, AWS",USD,Bachelor,7,Future Systems
273,Machine Learning Engineer,168619,EX,FT,Sweden,100,"Azure, Git, SQL, NLP, Docker",USD,Bachelor,18,Predictive Systems
274,Machine Learning Researcher,118132,SE,FL,United Kingdom,100,"Git, NLP, MLOps",GBP,Associate,8,Cloud AI Solutions
275,Principal Data Scientist,81112,SE,FL,India,100,"Java, Git, Data Visualization, SQL, Kubernetes",USD,PhD,7,Digital Transformation LLC
276,Head of AI,111502,MI,FL,United Kingdom,0,"Git, Java, MLOps",GBP,Master,4,Predictive Systems
277,NLP Engineer,151610,SE,PT,United States,100,"TensorFlow, Kubernetes, Git, Computer Vision, Statistics",USD,Associate,5,Cloud AI Solutions
278,Machine Learning Engineer,95128,SE,FL,Austria,100,"Linux, Statistics, MLOps, Computer Vision, Deep Learning",USD,Bachelor,7,Future Systems
279,Machine Learning Engineer,136733,SE,FL,United Kingdom,0,"Tableau, GCP, SQL, MLOps",GBP,PhD,8,Smart Analytics
280,ML Ops Engineer,69822,MI,FL,China,50,"GCP, R, Python, Kubernetes",USD,Bachelor,3,Quantum Computing Inc
281,Machine Learning Researcher,88380,EN,PT,Switzerland,50,"Azure, Python, Data Visualization",USD,Bachelor,0,Neural Networks Co
282,NLP Engineer,199482,EX,PT,France,50,"PyTorch, Scala, NLP, GCP",EUR,Bachelor,18,TechCorp Inc
283,Deep Learning Engineer,56268,MI,FT,Austria,50,"Java, Hadoop, Deep Learning, TensorFlow",USD,Bachelor,4,TechCorp Inc
284,Data Engineer,142301,EX,PT,France,50,"Deep Learning, Statistics, Docker",EUR,Master,12,Future Systems
285,NLP Engineer,178371,EX,CT,India,0,"Spark, Python, Tableau",USD,Associate,15,DeepTech Ventures
286,Computer Vision Engineer,157412,EX,CT,Israel,50,"Tableau, SQL, MLOps, PyTorch",USD,Associate,12,Cognitive Computing
287,AI Software Engineer,250562,EX,CT,Switzerland,0,"Docker, TensorFlow, Hadoop, Git, Scala",USD,Associate,12,Cognitive Computing
288,Data Engineer,167401,EX,FT,Ireland,50,"Tableau, AWS, NLP, Scala",USD,Bachelor,14,AI Innovations
289,Computer Vision Engineer,85328,EN,CT,Germany,0,"Git, SQL, Spark, MLOps",EUR,Bachelor,0,Smart Analytics
290,AI Consultant,94160,SE,FT,Ireland,100,"Tableau, Linux, SQL, Spark, GCP",USD,Associate,5,Future Systems
291,NLP Engineer,147732,EX,PT,Japan,100,"Hadoop, SQL, Computer Vision",USD,Master,17,Neural Networks Co
292,Autonomous Systems Engineer,50749,EN,FL,Canada,50,"SQL, MLOps, Data Visualization, Scala, Git",USD,Master,0,Predictive Systems
293,AI Consultant,222223,EX,PT,Netherlands,0,"Data Visualization, Hadoop, Scala, AWS",EUR,PhD,19,Predictive Systems
294,Data Analyst,47958,EN,PT,Finland,50,"Mathematics, Scala, MLOps, SQL",USD,Bachelor,0,Advanced Robotics
295,Data Scientist,52877,EN,FL,Israel,50,"R, SQL, Scala",USD,PhD,1,Future Systems
296,AI Research Scientist,138782,EX,CT,Finland,0,"Git, AWS, PyTorch",USD,Bachelor,19,DeepTech Ventures
297,AI Specialist,66150,SE,FT,Ireland,100,"Computer Vision, SQL, Java, GCP",USD,Master,5,TechCorp Inc
298,Principal Data Scientist,178470,EX,FT,Australia,100,"Python, TensorFlow, Git, PyTorch, MLOps",USD,PhD,18,Quantum Computing Inc
299,Deep Learning Engineer,62936,MI,PT,China,100,"AWS, SQL, Azure",USD,Bachelor,3,AI Innovations
300,Machine Learning Engineer,159003,EX,FT,Japan,50,"Mathematics, R, MLOps",USD,PhD,11,Predictive Systems
301,Computer Vision Engineer,98694,EX,CT,China,50,"R, Python, Azure, Java",USD,Master,15,Predictive Systems
302,Data Engineer,50471,EN,FT,China,100,"Kubernetes, Scala, Data Visualization",USD,Bachelor,1,DataVision Ltd
303,AI Software Engineer,104460,MI,FL,Sweden,0,"Deep Learning, Kubernetes, SQL",USD,Bachelor,3,Predictive Systems
304,Research Scientist,63711,EN,PT,Australia,0,"Kubernetes, Scala, PyTorch, AWS, Docker",USD,Master,0,Future Systems
305,Data Analyst,64384,EN,PT,Australia,0,"Python, Kubernetes, Scala, Linux",USD,PhD,0,Smart Analytics
306,AI Architect,223296,SE,FL,Denmark,0,"Git, Python, Scala, AWS",USD,Master,5,Neural Networks Co
307,Autonomous Systems Engineer,73372,SE,PT,Finland,50,"Hadoop, GCP, MLOps, Statistics",USD,PhD,9,Advanced Robotics
308,Machine Learning Researcher,92458,MI,FT,France,50,"Hadoop, Python, Kubernetes",EUR,Associate,3,Digital Transformation LLC
309,AI Product Manager,80483,MI,PT,Finland,50,"Git, Python, TensorFlow, SQL",USD,Bachelor,2,Algorithmic Solutions
310,Machine Learning Researcher,71730,MI,FT,China,100,"Linux, GCP, Statistics, NLP, Azure",USD,PhD,2,DeepTech Ventures
311,Machine Learning Researcher,186565,EX,PT,Norway,0,"R, Git, Computer Vision",USD,Master,19,Cognitive Computing
312,Robotics Engineer,114225,SE,PT,Finland,50,"Linux, SQL, PyTorch, NLP, Git",USD,Master,9,Cloud AI Solutions
313,AI Software Engineer,160286,EX,FT,Canada,0,"SQL, Computer Vision, Linux, Data Visualization, Git",USD,PhD,19,TechCorp Inc
314,Head of AI,60957,MI,CT,Ireland,100,"Python, Spark, TensorFlow",USD,PhD,4,Future Systems
315,Autonomous Systems Engineer,90148,MI,FL,Canada,50,"Java, MLOps, TensorFlow",USD,PhD,4,Smart Analytics
316,Data Analyst,105723,SE,CT,Sweden,50,"NLP, SQL, Python",USD,Bachelor,5,TechCorp Inc
317,Data Scientist,388754,EX,CT,Switzerland,0,"Docker, Python, Mathematics",USD,Master,16,DeepTech Ventures
318,AI Consultant,45129,EN,CT,China,50,"Kubernetes, Mathematics, Git, PyTorch",USD,Master,1,Cloud AI Solutions
319,Data Engineer,68001,MI,FT,France,100,"Python, TensorFlow, Tableau, Linux, Java",EUR,Master,2,Neural Networks Co
320,Robotics Engineer,51736,EN,FT,Japan,50,"Spark, Data Visualization, SQL, TensorFlow, GCP",USD,Master,0,TechCorp Inc
321,Data Scientist,112035,SE,CT,Canada,50,"Python, Mathematics, Deep Learning, TensorFlow, AWS",USD,Associate,8,DataVision Ltd
322,Data Engineer,55619,EN,CT,France,100,"Linux, R, Scala",EUR,PhD,1,Cognitive Computing
323,AI Research Scientist,56796,EN,PT,Ireland,50,"Python, TensorFlow, Tableau",USD,Associate,1,Cognitive Computing
324,Robotics Engineer,61808,EN,CT,Sweden,0,"SQL, PyTorch, Azure",USD,Master,0,TechCorp Inc
325,AI Consultant,78751,MI,CT,Singapore,100,"PyTorch, SQL, Java, Git",USD,Master,3,TechCorp Inc
326,AI Architect,238449,EX,PT,United States,50,"Scala, Linux, Docker, Git",USD,Associate,15,Cloud AI Solutions
327,AI Research Scientist,81908,EN,FL,Australia,100,"Mathematics, PyTorch, Azure",USD,Associate,0,Predictive Systems
328,Machine Learning Engineer,79556,SE,CT,India,100,"Scala, Linux, Python",USD,Master,7,DataVision Ltd
329,NLP Engineer,70609,EN,CT,Canada,100,"Data Visualization, PyTorch, SQL, Computer Vision, GCP",USD,Bachelor,1,Digital Transformation LLC
330,Principal Data Scientist,100354,MI,PT,United Kingdom,100,"Deep Learning, SQL, Data Visualization, NLP, Tableau",GBP,Master,2,Autonomous Tech
331,NLP Engineer,62606,MI,CT,Canada,100,"Kubernetes, Java, Computer Vision",USD,Master,3,AI Innovations
332,NLP Engineer,44279,EN,CT,Israel,0,"Tableau, Linux, Java, Kubernetes, Computer Vision",USD,PhD,1,Algorithmic Solutions
333,Research Scientist,36995,EN,FL,Finland,0,"Statistics, Git, Data Visualization",USD,Bachelor,0,Future Systems
334,Principal Data Scientist,193149,EX,CT,Germany,50,"PyTorch, SQL, AWS, Spark",EUR,Associate,15,Autonomous Tech
335,Data Scientist,88722,MI,PT,Sweden,100,"R, Kubernetes, TensorFlow, Data Visualization",USD,PhD,3,Digital Transformation LLC
336,Data Scientist,145098,SE,PT,Netherlands,100,"TensorFlow, AWS, Git, Azure",EUR,Master,8,Predictive Systems
337,AI Consultant,83381,MI,PT,Singapore,0,"Mathematics, Git, Linux",USD,Master,3,Advanced Robotics
338,Autonomous Systems Engineer,46591,EN,FT,Japan,100,"Python, Data Visualization, Azure",USD,Master,1,Digital Transformation LLC
339,Data Scientist,99604,EX,PT,Japan,50,"PyTorch, Mathematics, Linux",USD,Master,11,Smart Analytics
340,AI Research Scientist,262339,EX,FL,Norway,0,"Spark, Statistics, Tableau, Deep Learning",USD,Associate,12,Future Systems
341,Machine Learning Researcher,58899,EN,FL,Singapore,50,"Kubernetes, AWS, NLP, Git",USD,Master,1,Cognitive Computing
342,Research Scientist,109939,MI,FL,Denmark,100,"SQL, Tableau, PyTorch, NLP, GCP",USD,PhD,4,DataVision Ltd
343,NLP Engineer,32587,EN,FL,Israel,100,"Scala, Docker, Data Visualization",USD,Bachelor,0,Cognitive Computing
344,Robotics Engineer,102069,MI,PT,Norway,50,"Scala, Python, GCP, AWS",USD,Associate,2,Algorithmic Solutions
345,AI Specialist,153376,EX,FL,Finland,0,"Tableau, Azure, AWS, Data Visualization",USD,Master,12,Neural Networks Co
346,Autonomous Systems Engineer,92574,EN,PT,Switzerland,50,"SQL, Mathematics, Linux, Scala, Hadoop",USD,PhD,1,Digital Transformation LLC
347,ML Ops Engineer,92858,SE,FL,Australia,50,"Docker, AWS, Computer Vision, MLOps",USD,Associate,6,Smart Analytics
348,Data Scientist,84172,EN,FT,Germany,0,"Docker, Git, Data Visualization",EUR,Bachelor,1,Cognitive Computing
349,AI Consultant,66601,SE,CT,Japan,100,"GCP, Linux, R, Scala",USD,Master,5,Cloud AI Solutions
350,Data Scientist,99818,SE,PT,South Korea,100,"AWS, Spark, Mathematics",USD,Master,6,Machine Intelligence Group
351,Deep Learning Engineer,96240,SE,CT,China,100,"GCP, Java, PyTorch, Mathematics, Computer Vision",USD,Bachelor,8,Cognitive Computing
352,AI Software Engineer,72389,MI,FT,Germany,100,"Deep Learning, Computer Vision, Tableau, PyTorch",EUR,Bachelor,2,Neural Networks Co
353,Head of AI,118570,SE,FL,Ireland,0,"Python, Hadoop, Azure, Computer Vision",USD,Associate,8,Smart Analytics
354,NLP Engineer,56276,MI,FL,Austria,0,"Python, TensorFlow, Linux",USD,PhD,3,Machine Intelligence Group
355,AI Architect,93369,EX,CT,Ireland,0,"Azure, NLP, Scala",USD,Bachelor,13,Digital Transformation LLC
356,Data Analyst,115634,SE,FL,South Korea,50,"Linux, Hadoop, Spark, Azure",USD,Master,9,Digital Transformation LLC
357,Machine Learning Engineer,215782,EX,FL,Switzerland,50,"Tableau, SQL, Linux",USD,PhD,13,DataVision Ltd
358,AI Specialist,110858,MI,FL,Denmark,50,"Git, Hadoop, PyTorch, Java",USD,Master,4,DataVision Ltd
359,Autonomous Systems Engineer,77926,EN,PT,Australia,0,"Kubernetes, Data Visualization, Computer Vision, SQL",USD,PhD,1,Digital Transformation LLC
360,AI Product Manager,115976,EX,CT,Austria,100,"Statistics, GCP, SQL",USD,Master,12,DeepTech Ventures
361,Principal Data Scientist,71134,EN,CT,France,50,"TensorFlow, Data Visualization, Kubernetes, Linux",EUR,Master,1,AI Innovations
362,Computer Vision Engineer,63231,EN,PT,Germany,50,"Statistics, Spark, Data Visualization, Git",EUR,Bachelor,1,Smart Analytics
363,AI Consultant,96419,MI,CT,Norway,0,"Docker, Scala, AWS",USD,PhD,3,TechCorp Inc
364,Data Analyst,221235,EX,FT,United Kingdom,0,"Kubernetes, Docker, Tableau, Python, Spark",GBP,Associate,13,Predictive Systems
365,AI Specialist,213785,EX,FT,Canada,100,"SQL, Git, Java, Docker",USD,Master,13,Autonomous Tech
366,AI Software Engineer,59378,EN,PT,Austria,100,"Linux, Scala, PyTorch, Hadoop",USD,PhD,0,Digital Transformation LLC
367,AI Architect,61374,EN,CT,Norway,50,"MLOps, Java, Linux",USD,Associate,1,DeepTech Ventures
368,Machine Learning Researcher,77579,EN,FL,Norway,50,"MLOps, Kubernetes, Python, Computer Vision",USD,PhD,0,TechCorp Inc
369,AI Research Scientist,61122,EN,CT,Austria,50,"Linux, Java, Data Visualization, Tableau",USD,Associate,0,Autonomous Tech
370,Machine Learning Engineer,53318,MI,FT,Israel,0,"TensorFlow, Python, GCP, Java",USD,Bachelor,3,Cloud AI Solutions
371,Data Engineer,182747,EX,FT,Australia,100,"R, Hadoop, Data Visualization",USD,Bachelor,15,Digital Transformation LLC
372,Head of AI,138496,SE,CT,Singapore,100,"Git, Kubernetes, Hadoop, SQL, Docker",USD,Associate,5,Digital Transformation LLC
373,Machine Learning Engineer,79744,SE,PT,Israel,0,"Mathematics, SQL, PyTorch, Java, MLOps",USD,Associate,8,Cloud AI Solutions
374,AI Consultant,133437,EX,PT,Austria,50,"Hadoop, Docker, MLOps",USD,Associate,13,Future Systems
375,AI Architect,90174,EN,FL,Denmark,50,"PyTorch, Mathematics, Tableau",USD,Bachelor,1,Machine Intelligence Group
376,Data Scientist,87820,SE,FT,Finland,0,"PyTorch, Scala, Computer Vision, Kubernetes",USD,Associate,7,Machine Intelligence Group
377,Robotics Engineer,66990,MI,FL,Israel,0,"SQL, Scala, AWS, Java, Python",USD,PhD,3,Future Systems
378,Machine Learning Engineer,122069,SE,CT,France,100,"SQL, Linux, Docker",EUR,PhD,6,Quantum Computing Inc
379,Computer Vision Engineer,56318,EN,FL,Netherlands,0,"Statistics, Hadoop, Spark, GCP",EUR,Bachelor,1,DeepTech Ventures
380,AI Product Manager,45830,EN,FT,France,50,"Python, Statistics, Computer Vision, Azure",EUR,Bachelor,1,Autonomous Tech
381,NLP Engineer,70207,EN,PT,Singapore,50,"Computer Vision, Spark, SQL, Scala",USD,PhD,1,Algorithmic Solutions
382,AI Software Engineer,84101,EN,CT,Switzerland,50,"Linux, Kubernetes, GCP",USD,Associate,0,Quantum Computing Inc
383,AI Product Manager,57591,EN,CT,Singapore,0,"PyTorch, SQL, TensorFlow, Kubernetes, Git",USD,PhD,1,DataVision Ltd
384,ML Ops Engineer,45158,EN,CT,Israel,100,"AWS, Hadoop, Tableau, Java, Mathematics",USD,PhD,1,Predictive Systems
385,Head of AI,132585,EX,FT,Finland,100,"R, Java, Spark",USD,Master,12,Cognitive Computing
386,ML Ops Engineer,99055,MI,PT,Germany,0,"Scala, PyTorch, GCP, Linux, Mathematics",EUR,PhD,2,Smart Analytics
387,Head of AI,212847,SE,FT,Switzerland,0,"Scala, Linux, Statistics, Git",USD,Bachelor,9,Algorithmic Solutions
388,AI Architect,135102,EX,PT,China,100,"AWS, Kubernetes, Tableau, Computer Vision, Statistics",USD,Master,17,Smart Analytics
389,ML Ops Engineer,63685,EN,FT,Australia,0,"Data Visualization, Python, TensorFlow",USD,Associate,0,DataVision Ltd
